,v(A),r(AXII)(Å),r(AVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),tG,τ,μ,Lowest distortion
140,0.5,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.6825396825396826,0.32272549925030214,0.41290584167112154,0.3855083526907612,0.5345373394925972,0.275000001225,orthorhombic
141,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.31746031746031744,0.32272549925030214,0.28435861088835823,0.33825125250275656,0.07727634355814966,0.34999999965000006,orthorhombic
142,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.0793650793650793,0.32272549925030214,0.6884288181575071,0.054437040915705115,0.5956895053172553,0.8499999996500001,cubic
143,0.5,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.15873015873015883,0.32272549925030214,0.6737850770789846,0.028723956109129922,0.9218476881280824,0.8999999986000002,cubic
144,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.3492063492063493,0.32272549925030214,0.2453694462622944,0.41777407359379337,0.033362021101857764,0.22500000227500006,orthorhombic
145,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.4126984126984128,0.32272549925030214,0.7432936323369561,0.09384879311700711,0.47124786318668055,0.7750000012250005,orthorhombic
146,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.11904761904761907,0.32272549925030214,0.5036676992927145,0.1072165256626274,0.4344715591202649,0.7500000017500001,orthorhombic
147,0.5,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.2222222222222221,0.32272549925030214,0.4068646050763527,0.09384879311700711,0.7812375124191742,0.7750000012250005,cubic
148,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.4206349206349207,0.32272549925030214,0.01674736976001112,0.4673588923829448,0.0197328112859807,0.15000000035000016,orthorhombic
149,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,1.0,0.32272549925030214,0.0,0.4341418774345924,0.027780220265655298,0.19999999930000012,orthorhombic
150,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.09523809523809523,0.32272549925030214,0.6590672804491646,0.08059730654804698,0.5102815068607308,0.8000000007000003,cubic
151,1.0,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.0,0.32272549925030214,0.6440641104393934,0.1207020316042291,0.39982649326022934,0.7249999987750004,cubic
152,0.5,0.44897959183673486,0.3047619047619048,0.2142857142857143,0.18253968253968256,0.32272549925030214,0.4014494862560887,0.33825125250275656,0.547650459697334,0.34999999965000006,orthorhombic
153,0.5,0.0,0.00952380952380949,0.7077922077922078,0.4206349206349207,0.0,0.01674736976001112,0.00497305396358394,0.9092703294610585,0.0,cubic
154,0.0,1.0,1.0,0.0,0.7301587301587302,1.0,0.6328554927551706,0.9141048395333788,0.4623569941239487,0.45000000105000004,cubic
155,0.0,1.0,1.0,0.0,0.7936507936507939,1.0,0.49800053713936654,0.8962794994069063,0.4576819964297887,0.47500000052500035,tetragonal
